payment_id,order_id,payment_method,amount,payment_date
PAY0000521,ORD0000521,Credit Card,383.07,2023-11-16
PAY0000522,ORD0000522,Debit Card,585.91,2025-02-20
PAY0000523,ORD0000523,Credit Card,167.95,2024-07-10
PAY0000524,ORD0000524,Wallet,849.63,2025-05-30
PAY0000525,ORD0000525,Debit Card,361.7,2025-01-29
PAY0000526,ORD0000526,Debit Card,474.04,2026-06-25
PAY0000527,ORD0000527,Credit Card,126.9,2026-06-14
PAY0000528,ORD0000528,Credit Card,623.31,2025-10-26
PAY0000529,ORD0000529,Credit Card,501.45,2025-06-10
PAY0000530,ORD0000530,Credit Card,243.13,2026-04-24
PAY0000532,ORD0000532,UPI/Pix,279.6,2025-01-30
PAY0000533,ORD0000533,Wallet,603.63,2026-03-12
PAY0000534,ORD0000534,Debit Card,1578.2,2025-03-19
PAY0000535,ORD0000535,Wallet,127.81,2025-02-03
PAY0000536,ORD0000536,Credit Card,791.32,2026-04-13
PAY0000537,ORD0000537,COD,298.93,2024-11-17
PAY0000538,ORD0000538,Credit Card,358.15,2024-11-19
PAY0000539,ORD0000539,Credit Card,785.21,2026-05-07
PAY0000541,ORD0000541,Debit Card,397.72,2024-07-20
PAY0000542,ORD0000542,Credit Card,181.35,2023-12-17
PAY0000543,ORD0000543,Credit Card,775.63,2024-10-12
PAY0000545,ORD0000545,Credit Card,302.31,2026-05-14
PAY0000547,ORD0000547,Debit Card,817.85,2025-10-04
PAY0000548,ORD0000548,COD,1134.96,2025-10-06
PAY0000549,ORD0000549,Credit Card,279.48,2026-02-16
PAY0000550,ORD0000550,Credit Card,1319.0,2025-03-27
PAY0000551,ORD0000551,Credit Card,1217.81,2024-04-13
PAY0000552,ORD0000552,Credit Card,209.06,2025-08-16
PAY0000553,ORD0000553,UPI/Pix,295.56,2025-03-05
PAY0000554,ORD0000554,Wallet,35.97,2026-03-06
PAY0000555,ORD0000555,Wallet,330.26,2025-01-16
PAY0000556,ORD0000556,COD,1230.36,2025-05-27
PAY0000557,ORD0000557,Wallet,160.87,2024-10-01
PAY0000559,ORD0000559,Credit Card,84.0,2024-03-21
PAY0000560,ORD0000560,Credit Card,429.93,2026-05-13
PAY0000561,ORD0000561,Wallet,119.85,2024-04-25
PAY0000562,ORD0000562,Credit Card,455.79,2025-07-01
PAY0000563,ORD0000563,COD,303.55,2025-07-29
PAY0000564,ORD0000564,Credit Card,227.28,2026-02-27
PAY0000566,ORD0000566,Debit Card,133.06,2025-09-06
PAY0000567,ORD0000567,Credit Card,400.23,2026-02-08
PAY0000568,ORD0000568,Credit Card,103.98,2023-08-14
PAY0000569,ORD0000569,Credit Card,700.45,2024-12-13
PAY0000570,ORD0000570,Wallet,139.03,2025-02-07
PAY0000571,ORD0000571,Credit Card,669.42,2025-08-10
PAY0000572,ORD0000572,Credit Card,755.36,2025-11-03
PAY0000574,ORD0000574,UPI/Pix,803.9,2026-03-28
PAY0000575,ORD0000575,Wallet,407.87,2026-03-18
PAY0000576,ORD0000576,Debit Card,251.21,2026-05-16
PAY0000577,ORD0000577,Debit Card,420.99,2026-04-04
PAY0000578,ORD0000578,Wallet,103.98,2024-07-18
PAY0000580,ORD0000580,Wallet,2044.44,2024-03-19
PAY0000581,ORD0000581,Credit Card,399.67,2026-03-07
PAY0000582,ORD0000582,Credit Card,52.27,2026-06-16
PAY0000583,ORD0000583,Credit Card,443.06,2024-09-18
PAY0000584,ORD0000584,Debit Card,35.28,2025-11-10
PAY0000585,ORD0000585,Debit Card,196.75,2026-01-21
PAY0000586,ORD0000586,UPI/Pix,126.03,2024-09-02
PAY0000587,ORD0000587,Credit Card,799.79,2024-11-21
PAY0000588,ORD0000588,Wallet,1808.52,2025-04-29
PAY0000589,ORD0000589,Credit Card,45.96,2024-10-13
PAY0000590,ORD0000590,Wallet,146.19,2025-03-12
PAY0000591,ORD0000591,Credit Card,361.6,2026-06-29
PAY0000592,ORD0000592,Wallet,176.52,2026-05-27
PAY0000593,ORD0000593,Credit Card,310.58,2023-09-07
PAY0000594,ORD0000594,UPI/Pix,732.39,2026-02-20
PAY0000595,ORD0000595,Credit Card,443.04,2025-10-23
PAY0000596,ORD0000596,Debit Card,496.42,2026-02-27
PAY0000597,ORD0000597,Wallet,18.65,2025-08-02
PAY0000598,ORD0000598,Credit Card,1474.54,2025-05-31
PAY0000599,ORD0000599,UPI/Pix,278.26,2023-09-15
PAY0000600,ORD0000600,UPI/Pix,402.06,2025-04-26
PAY0000601,ORD0000601,Credit Card,97.98,2026-01-06
PAY0000602,ORD0000602,Debit Card,1003.79,2026-03-10
PAY0000603,ORD0000603,Credit Card,233.62,2024-07-14
PAY0000604,ORD0000604,Debit Card,224.44,2024-04-23
PAY0000605,ORD0000605,Credit Card,1967.42,2026-03-19
PAY0000606,ORD0000606,COD,287.6,2025-03-08
PAY0000607,ORD0000607,Debit Card,58.31,2026-03-31
PAY0000608,ORD0000608,Debit Card,231.81,2026-06-22
PAY0000609,ORD0000609,UPI/Pix,507.66,2024-09-09
PAY0000610,ORD0000610,Credit Card,482.15,2025-01-23
PAY0000611,ORD0000611,Wallet,424.4,2026-02-11
PAY0000612,ORD0000612,Debit Card,120.24,2025-04-20
PAY0000613,ORD0000613,UPI/Pix,958.28,2024-01-27
PAY0000614,ORD0000614,COD,551.62,2025-08-13
PAY0000616,ORD0000616,COD,273.83,2024-07-24
PAY0000617,ORD0000617,COD,317.48,2024-09-24
PAY0000619,ORD0000619,Credit Card,943.27,2026-03-18
PAY0000620,ORD0000620,COD,234.12,2024-08-31
PAY0000621,ORD0000621,COD,122.51,2025-08-09
PAY0000622,ORD0000622,Credit Card,656.93,2025-09-08
PAY0000623,ORD0000623,UPI/Pix,707.24,2024-06-06
PAY0000625,ORD0000625,Debit Card,1049.76,2025-08-22
PAY0000626,ORD0000626,COD,351.47,2025-12-27
PAY0000627,ORD0000627,Credit Card,60.2,2026-03-05
PAY0000628,ORD0000628,Credit Card,323.95,2026-03-29
PAY0000629,ORD0000629,Credit Card,524.88,2025-08-27
PAY0000630,ORD0000630,Wallet,383.52,2025-09-26
PAY0000631,ORD0000631,Wallet,476.41,2025-11-19
PAY0000632,ORD0000632,UPI/Pix,864.15,2026-06-14
PAY0000633,ORD0000633,Credit Card,1106.43,2024-04-22
PAY0000634,ORD0000634,COD,462.25,2025-09-24
PAY0000636,ORD0000636,Debit Card,145.77,2026-01-21
PAY0000637,ORD0000637,Credit Card,532.94,2026-03-02
PAY0000638,ORD0000638,Debit Card,1198.13,2023-11-29
PAY0000639,ORD0000639,Wallet,795.2,2026-03-30
PAY0000640,ORD0000640,UPI/Pix,500.21,2025-05-25
PAY0000641,ORD0000641,Credit Card,127.14,2025-02-15
PAY0000643,ORD0000643,Credit Card,580.51,2024-06-25
PAY0000644,ORD0000644,Debit Card,78.0,2025-04-06
PAY0000645,ORD0000645,Debit Card,291.01,2025-05-20
PAY0000646,ORD0000646,UPI/Pix,2625.14,2026-06-21
PAY0000647,ORD0000647,Wallet,70.5,2026-05-19
PAY0000648,ORD0000648,Credit Card,577.13,2026-05-30
PAY0000649,ORD0000649,UPI/Pix,412.04,2025-03-13
PAY0000650,ORD0000650,Credit Card,805.23,2024-11-23
PAY0000652,ORD0000652,Credit Card,606.25,2025-06-06
PAY0000653,ORD0000653,UPI/Pix,1222.14,2025-04-11
PAY0000654,ORD0000654,Credit Card,487.18,2025-03-01
PAY0000655,ORD0000655,Credit Card,624.22,2024-04-10
PAY0000656,ORD0000656,Wallet,1040.76,2025-04-28
PAY0000657,ORD0000657,Wallet,61.34,2026-03-31
PAY0000658,ORD0000658,Credit Card,311.04,2025-11-18
PAY0000659,ORD0000659,Credit Card,136.04,2026-04-13
PAY0000660,ORD0000660,Wallet,656.76,2024-03-19
PAY0000661,ORD0000661,Credit Card,247.0,2024-12-30
PAY0000662,ORD0000662,UPI/Pix,1043.0,2025-01-11
PAY0000663,ORD0000663,UPI/Pix,102.1,2025-09-18
PAY0000664,ORD0000664,Credit Card,2316.21,2026-06-03
PAY0000665,ORD0000665,COD,237.65,2026-06-17
PAY0000666,ORD0000666,Credit Card,78.37,2026-04-27
PAY0000667,ORD0000667,Credit Card,768.02,2025-06-17
PAY0000670,ORD0000670,Credit Card,359.04,2025-10-16
PAY0000671,ORD0000671,Debit Card,575.52,2025-04-08
PAY0000672,ORD0000672,COD,843.91,2025-07-16
PAY0000673,ORD0000673,UPI/Pix,455.54,2025-09-19
PAY0000674,ORD0000674,Credit Card,1465.19,2025-10-30
PAY0000676,ORD0000676,Debit Card,473.72,2024-10-03
PAY0000677,ORD0000677,Debit Card,899.98,2025-09-18
PAY0000679,ORD0000679,Credit Card,985.96,2026-02-07
PAY0000680,ORD0000680,Credit Card,1423.01,2025-06-26
PAY0000682,ORD0000682,Wallet,1118.51,2025-05-04
PAY0000683,ORD0000683,Credit Card,354.41,2026-02-04
PAY0000684,ORD0000684,Credit Card,1126.52,2023-12-17
PAY0000685,ORD0000685,COD,186.38,2026-01-25
PAY0000686,ORD0000686,Credit Card,275.98,2024-11-21
PAY0000688,ORD0000688,Debit Card,305.13,2025-04-25
PAY0000689,ORD0000689,Debit Card,158.35,2025-11-24
PAY0000690,ORD0000690,Credit Card,366.73,2024-05-28
PAY0000691,ORD0000691,Credit Card,278.56,2023-12-02
PAY0000692,ORD0000692,Credit Card,822.92,2026-01-29
PAY0000693,ORD0000693,Debit Card,406.3,2025-07-06
PAY0000694,ORD0000694,Credit Card,1328.08,2025-06-22
PAY0000695,ORD0000695,Debit Card,316.24,2024-11-23
PAY0000696,ORD0000696,Credit Card,257.95,2026-03-11
PAY0000698,ORD0000698,Debit Card,461.71,2026-03-03
PAY0000699,ORD0000699,Debit Card,749.81,2024-12-31
PAY0000701,ORD0000701,UPI/Pix,456.23,2024-04-13
PAY0000702,ORD0000702,Credit Card,476.84,2025-07-25
PAY0000703,ORD0000703,Credit Card,192.83,2026-01-17
PAY0000704,ORD0000704,Credit Card,127.79,2025-10-11
PAY0000705,ORD0000705,Credit Card,688.67,2026-01-29
PAY0000706,ORD0000706,Credit Card,1113.23,2025-09-27
PAY0000707,ORD0000707,COD,180.24,2026-05-01
PAY0000708,ORD0000708,UPI/Pix,695.2,2026-06-22
PAY0000709,ORD0000709,Credit Card,643.95,2026-02-02
PAY0000710,ORD0000710,Debit Card,805.3,2025-07-04
PAY0000711,ORD0000711,Credit Card,503.48,2025-07-24
PAY0000713,ORD0000713,Debit Card,164.85,2024-11-12
PAY0000714,ORD0000714,Credit Card,361.6,2025-03-07
PAY0000715,ORD0000715,Credit Card,1620.95,2025-06-15
PAY0000717,ORD0000717,UPI/Pix,289.04,2024-02-08
PAY0000719,ORD0000719,UPI/Pix,33.98,2025-07-11
PAY0000721,ORD0000721,Credit Card,779.04,2025-10-22
PAY0000722,ORD0000722,Credit Card,304.61,2026-03-11
PAY0000723,ORD0000723,Debit Card,837.19,2025-04-16
PAY0000724,ORD0000724,Credit Card,619.49,2025-11-26
PAY0000725,ORD0000725,COD,179.08,2025-10-07
PAY0000726,ORD0000726,Credit Card,218.43,2026-04-05
PAY0000728,ORD0000728,Credit Card,743.23,2024-01-11
PAY0000731,ORD0000731,Credit Card,279.28,2026-01-13
PAY0000732,ORD0000732,UPI/Pix,371.32,2025-12-19
PAY0000735,ORD0000735,Debit Card,544.5,2023-12-31
PAY0000736,ORD0000736,Credit Card,1318.77,2024-03-26
PAY0000738,ORD0000738,Debit Card,3147.56,2024-01-08
PAY0000739,ORD0000739,Credit Card,1301.01,2024-12-23
PAY0000740,ORD0000740,Credit Card,1136.0,2024-05-19
PAY0000741,ORD0000741,COD,76.35,2024-11-24
PAY0000742,ORD0000742,UPI/Pix,94.14,2024-06-21
PAY0000743,ORD0000743,COD,315.18,2024-03-31
PAY0000744,ORD0000744,Credit Card,129.24,2024-03-26
PAY0000745,ORD0000745,Credit Card,543.97,2025-07-17
PAY0000746,ORD0000746,Credit Card,922.33,2025-01-08
PAY0000747,ORD0000747,UPI/Pix,1347.02,2026-06-18
PAY0000748,ORD0000748,Credit Card,178.3,2024-05-17
PAY0000749,ORD0000749,COD,457.06,2024-05-14
PAY0000750,ORD0000750,Credit Card,234.44,2026-01-05
PAY0000753,ORD0000753,Credit Card,539.11,2025-11-27
PAY0000754,ORD0000754,Credit Card,250.35,2025-10-29
PAY0000755,ORD0000755,UPI/Pix,311.3,2025-09-27
PAY0000756,ORD0000756,Credit Card,490.76,2025-08-30
PAY0000757,ORD0000757,Credit Card,625.22,2025-08-13
PAY0000758,ORD0000758,UPI/Pix,425.62,2025-12-09
PAY0000760,ORD0000760,COD,146.42,2025-07-20
PAY0000761,ORD0000761,Wallet,591.28,2025-05-01
PAY0000763,ORD0000763,Credit Card,682.53,2025-05-06
PAY0000764,ORD0000764,Wallet,1286.6,2023-10-26
PAY0000765,ORD0000765,Credit Card,261.68,2024-03-11
PAY0000766,ORD0000766,Wallet,739.59,2025-06-27
PAY0000768,ORD0000768,Debit Card,743.33,2026-05-25
PAY0000769,ORD0000769,Credit Card,609.3,2026-05-08
PAY0000770,ORD0000770,UPI/Pix,528.2,2025-07-19
PAY0000771,ORD0000771,Credit Card,704.38,2025-01-10
PAY0000772,ORD0000772,Debit Card,517.78,2026-03-10
PAY0000773,ORD0000773,UPI/Pix,119.85,2026-01-01
PAY0000774,ORD0000774,Credit Card,284.2,2026-04-12
PAY0000778,ORD0000778,Credit Card,942.72,2025-11-19
PAY0000779,ORD0000779,Credit Card,1838.57,2024-11-29
PAY0000781,ORD0000781,UPI/Pix,142.32,2025-04-25
PAY0000783,ORD0000783,Credit Card,122.97,2026-06-24
PAY0000784,ORD0000784,Credit Card,78.32,2025-09-01
PAY0000785,ORD0000785,COD,938.64,2024-03-27
PAY0000786,ORD0000786,UPI/Pix,572.66,2023-11-14
PAY0000787,ORD0000787,Credit Card,436.53,2026-04-23
PAY0000788,ORD0000788,UPI/Pix,30.17,2024-12-23
PAY0000789,ORD0000789,Credit Card,1216.42,2026-05-19
PAY0000790,ORD0000790,COD,708.3,2024-02-10
PAY0000792,ORD0000792,UPI/Pix,294.54,2025-11-28
PAY0000793,ORD0000793,Credit Card,353.63,2026-01-14
PAY0000794,ORD0000794,UPI/Pix,60.76,2024-12-26
PAY0000795,ORD0000795,Credit Card,389.39,2026-01-24
PAY0000796,ORD0000796,Credit Card,489.06,2024-10-31
PAY0000799,ORD0000799,Credit Card,525.25,2023-08-17
PAY0000800,ORD0000800,Wallet,941.94,2025-04-21
PAY0000801,ORD0000801,UPI/Pix,1455.82,2025-11-13
PAY0000802,ORD0000802,UPI/Pix,794.48,2026-06-26
PAY0000803,ORD0000803,COD,354.15,2025-06-28
PAY0000804,ORD0000804,Debit Card,631.92,2024-08-12
PAY0000805,ORD0000805,Credit Card,734.93,2026-05-09
PAY0000806,ORD0000806,Credit Card,599.85,2025-12-11
PAY0000807,ORD0000807,Debit Card,163.55,2025-10-18
PAY0000808,ORD0000808,Credit Card,119.85,2024-05-18
PAY0000809,ORD0000809,Debit Card,764.76,2024-06-16
PAY0000810,ORD0000810,Credit Card,396.18,2026-05-31
PAY0000811,ORD0000811,UPI/Pix,411.71,2025-12-19
PAY0000812,ORD0000812,Credit Card,55.5,2026-03-31
PAY0000813,ORD0000813,Credit Card,263.53,2024-05-04
PAY0000814,ORD0000814,Credit Card,846.02,2026-06-02
PAY0000815,ORD0000815,Wallet,1324.64,2025-10-29
PAY0000816,ORD0000816,Debit Card,1721.61,2026-01-06
PAY0000817,ORD0000817,Credit Card,342.46,2025-06-16
PAY0000818,ORD0000818,Wallet,80.82,2024-04-13
PAY0000819,ORD0000819,Credit Card,602.69,2026-01-06
PAY0000820,ORD0000820,UPI/Pix,211.08,2025-10-01
PAY0000821,ORD0000821,Credit Card,1065.28,2024-11-05
PAY0000822,ORD0000822,Credit Card,147.63,2025-06-03
PAY0000823,ORD0000823,Credit Card,199.27,2026-03-03
PAY0000824,ORD0000824,Wallet,310.77,2026-01-27
PAY0000825,ORD0000825,Credit Card,354.36,2026-04-29
PAY0000826,ORD0000826,Wallet,72.79,2024-11-28
PAY0000827,ORD0000827,Credit Card,553.39,2025-10-20
PAY0000828,ORD0000828,COD,571.14,2026-06-28
PAY0000830,ORD0000830,Credit Card,22.72,2024-06-30
PAY0000831,ORD0000831,Debit Card,123.95,2025-06-05
PAY0000832,ORD0000832,Credit Card,296.11,2026-04-26
PAY0000833,ORD0000833,Credit Card,1294.8,2025-06-04
PAY0000834,ORD0000834,Credit Card,195.52,2025-05-12
PAY0000835,ORD0000835,Credit Card,550.66,2023-11-23
PAY0000836,ORD0000836,UPI/Pix,839.26,2025-09-08
PAY0000837,ORD0000837,UPI/Pix,166.56,2026-06-27
PAY0000838,ORD0000838,Credit Card,1155.98,2024-12-10
PAY0000840,ORD0000840,Debit Card,288.9,2024-09-01
PAY0000841,ORD0000841,Credit Card,255.25,2025-04-19
PAY0000843,ORD0000843,Credit Card,609.22,2024-11-24
PAY0000844,ORD0000844,Wallet,538.83,2025-04-17
PAY0000845,ORD0000845,Credit Card,80.54,2026-04-27
PAY0000846,ORD0000846,Debit Card,948.88,2024-05-04
PAY0000847,ORD0000847,Credit Card,420.24,2026-04-26
PAY0000848,ORD0000848,Credit Card,285.9,2025-02-02
PAY0000850,ORD0000850,Debit Card,399.37,2025-07-30
PAY0000851,ORD0000851,Credit Card,504.57,2025-01-24
PAY0000853,ORD0000853,Debit Card,334.79,2025-01-04
PAY0000854,ORD0000854,Credit Card,721.06,2026-04-17
PAY0000855,ORD0000855,Credit Card,57.32,2026-06-13
PAY0000856,ORD0000856,COD,549.17,2025-04-22
PAY0000857,ORD0000857,Credit Card,850.94,2025-04-26
PAY0000859,ORD0000859,UPI/Pix,1104.23,2025-07-24
PAY0000861,ORD0000861,COD,224.43,2025-07-15
PAY0000862,ORD0000862,Debit Card,1119.55,2025-05-16
PAY0000865,ORD0000865,Credit Card,1173.78,2025-09-28
PAY0000866,ORD0000866,UPI/Pix,571.39,2026-02-12
PAY0000867,ORD0000867,Credit Card,613.85,2025-12-15
PAY0000868,ORD0000868,Credit Card,308.53,2026-06-09
PAY0000869,ORD0000869,Wallet,353.63,2026-01-27
PAY0000870,ORD0000870,Wallet,589.59,2026-02-12
PAY0000871,ORD0000871,UPI/Pix,335.43,2025-05-21
PAY0000872,ORD0000872,Credit Card,566.95,2025-06-05
PAY0000873,ORD0000873,Debit Card,719.41,2024-05-06
PAY0000875,ORD0000875,Credit Card,311.21,2024-01-16
PAY0000876,ORD0000876,Debit Card,984.98,2024-08-20
PAY0000877,ORD0000877,Debit Card,206.46,2026-03-08
PAY0000878,ORD0000878,Debit Card,2453.0,2024-10-17
PAY0000879,ORD0000879,Credit Card,1522.78,2024-11-25
PAY0000880,ORD0000880,Wallet,362.71,2026-04-05
PAY0000881,ORD0000881,Credit Card,18.65,2025-05-11
PAY0000882,ORD0000882,Debit Card,337.7,2025-07-01
PAY0000883,ORD0000883,Debit Card,166.66,2025-09-12
PAY0000884,ORD0000884,Credit Card,406.3,2024-11-30
PAY0000885,ORD0000885,Credit Card,572.52,2026-02-10
PAY0000886,ORD0000886,Credit Card,510.74,2025-12-26
PAY0000887,ORD0000887,Wallet,592.39,2026-01-28
PAY0000888,ORD0000888,Credit Card,407.87,2025-02-13
PAY0000889,ORD0000889,Credit Card,543.97,2024-09-26
PAY0000890,ORD0000890,Wallet,444.87,2026-04-27
PAY0000893,ORD0000893,Credit Card,695.48,2025-08-27
PAY0000894,ORD0000894,Debit Card,85.01,2026-03-31
PAY0000896,ORD0000896,UPI/Pix,764.78,2024-03-18
PAY0000898,ORD0000898,Debit Card,1957.82,2025-03-02
PAY0000900,ORD0000900,UPI/Pix,940.44,2024-10-04
PAY0000901,ORD0000901,UPI/Pix,405.72,2025-09-26
PAY0000902,ORD0000902,Wallet,750.53,2025-07-12
PAY0000903,ORD0000903,COD,2526.27,2026-06-15
PAY0000905,ORD0000905,Wallet,1460.33,2025-11-13
PAY0000907,ORD0000907,COD,389.85,2024-06-29
PAY0000908,ORD0000908,Credit Card,1091.33,2025-10-20
PAY0000909,ORD0000909,UPI/Pix,13.32,2025-12-23
PAY0000911,ORD0000911,Debit Card,575.52,2025-08-18
PAY0000912,ORD0000912,COD,30.17,2025-07-06
PAY0000913,ORD0000913,UPI/Pix,488.03,2025-12-29
PAY0000914,ORD0000914,Wallet,540.04,2026-05-08
PAY0000915,ORD0000915,UPI/Pix,488.63,2025-05-12
PAY0000916,ORD0000916,Credit Card,412.04,2025-06-27
PAY0000917,ORD0000917,UPI/Pix,1065.72,2025-02-24
PAY0000918,ORD0000918,Credit Card,703.4,2025-11-22
PAY0000919,ORD0000919,Credit Card,44.73,2024-05-28
PAY0000920,ORD0000920,Credit Card,543.24,2025-03-06
PAY0000921,ORD0000921,UPI/Pix,131.16,2025-01-26
PAY0000922,ORD0000922,UPI/Pix,609.23,2025-10-06
PAY0000923,ORD0000923,Credit Card,284.13,2025-10-03
PAY0000924,ORD0000924,Debit Card,412.04,2025-05-27
PAY0000925,ORD0000925,UPI/Pix,809.31,2025-10-15
PAY0000926,ORD0000926,UPI/Pix,95.23,2024-09-01
PAY0000927,ORD0000927,Wallet,489.17,2024-08-30
PAY0000928,ORD0000928,UPI/Pix,249.37,2025-09-28
PAY0000929,ORD0000929,Credit Card,489.28,2025-12-31
PAY0000930,ORD0000930,Debit Card,639.94,2025-10-20
PAY0000931,ORD0000931,UPI/Pix,10.21,2025-01-03
PAY0000932,ORD0000932,UPI/Pix,741.42,2024-06-09
PAY0000933,ORD0000933,Debit Card,450.63,2026-05-19
PAY0000934,ORD0000934,Debit Card,772.27,2025-06-28
PAY0000936,ORD0000936,Credit Card,330.47,2026-01-23
PAY0000937,ORD0000937,Credit Card,2517.72,2023-12-07
PAY0000939,ORD0000939,Debit Card,463.76,2024-05-30
PAY0000940,ORD0000940,UPI/Pix,879.01,2026-01-07
PAY0000941,ORD0000941,UPI/Pix,905.17,2026-05-04
PAY0000942,ORD0000942,Credit Card,102.49,2025-09-15
PAY0000943,ORD0000943,Credit Card,180.24,2024-02-12
PAY0000944,ORD0000944,COD,657.77,2025-06-10
PAY0000945,ORD0000945,COD,74.35,2024-08-16
PAY0000946,ORD0000946,UPI/Pix,1405.7,2025-05-24
PAY0000947,ORD0000947,UPI/Pix,265.39,2025-07-23
PAY0000948,ORD0000948,UPI/Pix,1130.02,2024-05-19
PAY0000949,ORD0000949,Wallet,706.85,2025-10-22
PAY0000950,ORD0000950,Debit Card,357.43,2024-03-09
PAY0000951,ORD0000951,UPI/Pix,1004.08,2026-01-28
PAY0000952,ORD0000952,Credit Card,105.08,2025-12-13
PAY0000953,ORD0000953,Credit Card,77.05,2025-03-30
PAY0000954,ORD0000954,Credit Card,197.83,2024-04-25
PAY0000955,ORD0000955,UPI/Pix,53.8,2026-03-11
PAY0000957,ORD0000957,Credit Card,774.34,2025-04-12
PAY0000958,ORD0000958,UPI/Pix,621.0,2025-02-16
PAY0000959,ORD0000959,Wallet,687.24,2025-06-03
PAY0000960,ORD0000960,UPI/Pix,387.25,2026-06-11
PAY0000961,ORD0000961,Credit Card,1556.51,2025-04-22
PAY0000962,ORD0000962,UPI/Pix,102.49,2024-11-11
PAY0000963,ORD0000963,Credit Card,369.45,2026-02-14
PAY0000964,ORD0000964,Credit Card,440.44,2026-01-05
PAY0000965,ORD0000965,Credit Card,168.19,2024-09-06
PAY0000967,ORD0000967,Debit Card,466.4,2025-10-18
PAY0000969,ORD0000969,Credit Card,176.26,2025-04-07
PAY0000970,ORD0000970,Credit Card,1036.7,2026-03-08
PAY0000971,ORD0000971,Credit Card,1429.98,2025-03-16
PAY0000972,ORD0000972,Credit Card,486.13,2025-12-26
PAY0000973,ORD0000973,Credit Card,189.7,2023-11-13
PAY0000974,ORD0000974,Debit Card,1509.54,2025-01-29
PAY0000977,ORD0000977,Debit Card,406.3,2026-06-05
PAY0000978,ORD0000978,Debit Card,760.0,2026-04-22
PAY0000980,ORD0000980,Credit Card,330.14,2025-02-25
PAY0000981,ORD0000981,Credit Card,560.02,2026-03-09
PAY0000982,ORD0000982,Credit Card,192.83,2023-11-17
PAY0000983,ORD0000983,Credit Card,1434.18,2026-06-14
PAY0000984,ORD0000984,UPI/Pix,558.12,2026-04-05
PAY0000985,ORD0000985,UPI/Pix,696.04,2024-04-06
PAY0000986,ORD0000986,UPI/Pix,44.73,2025-05-19
PAY0000987,ORD0000987,UPI/Pix,1762.23,2025-12-21
PAY0000988,ORD0000988,COD,820.41,2024-05-04
PAY0000989,ORD0000989,Credit Card,560.46,2025-12-16
PAY0000990,ORD0000990,Debit Card,1186.41,2025-12-15
PAY0000991,ORD0000991,Debit Card,1320.13,2025-09-23
PAY0000992,ORD0000992,UPI/Pix,499.45,2025-05-17
PAY0000993,ORD0000993,Debit Card,513.92,2024-07-01
PAY0000995,ORD0000995,UPI/Pix,413.43,2026-03-15
PAY0000996,ORD0000996,Debit Card,119.95,2026-05-02
PAY0000997,ORD0000997,UPI/Pix,1607.42,2025-11-02
PAY0000999,ORD0000999,Credit Card,538.83,2025-09-06
PAY0001000,ORD0001000,Wallet,1570.62,2024-11-11
PAY0001001,ORD0001001,Wallet,511.82,2025-04-02
PAY0001002,ORD0001002,Credit Card,1859.08,2025-11-14
PAY0001004,ORD0001004,UPI/Pix,146.19,2026-06-06
PAY0001005,ORD0001005,Debit Card,390.14,2026-06-11
PAY0001006,ORD0001006,UPI/Pix,81.69,2024-10-01
PAY0001007,ORD0001007,Credit Card,975.12,2025-06-25
PAY0001008,ORD0001008,Debit Card,512.89,2025-11-28
PAY0001009,ORD0001009,Debit Card,676.98,2026-02-18
PAY0001010,ORD0001010,Credit Card,783.9,2025-09-21
PAY0001011,ORD0001011,UPI/Pix,371.02,2025-01-19
PAY0001013,ORD0001013,Credit Card,645.8,2025-12-19
PAY0001014,ORD0001014,Credit Card,105.08,2024-11-11
PAY0001016,ORD0001016,Credit Card,545.95,2025-12-21
PAY0001017,ORD0001017,UPI/Pix,126.03,2024-06-29
PAY0001019,ORD0001019,Credit Card,352.72,2026-06-22
PAY0001020,ORD0001020,Credit Card,666.04,2025-11-10
PAY0001022,ORD0001022,Debit Card,311.29,2025-07-19
PAY0001023,ORD0001023,Credit Card,1149.27,2025-06-24
PAY0001024,ORD0001024,UPI/Pix,852.11,2025-02-27
PAY0001026,ORD0001026,Credit Card,214.88,2024-07-24
PAY0001027,ORD0001027,UPI/Pix,153.09,2025-10-30
PAY0001030,ORD0001030,Credit Card,1168.41,2025-05-16
PAY0001031,ORD0001031,Credit Card,132.06,2025-09-13
PAY0001033,ORD0001033,Credit Card,571.53,2024-10-08
PAY0001034,ORD0001034,UPI/Pix,1882.34,2024-12-01
PAY0001037,ORD0001037,Credit Card,386.37,2024-01-21
PAY0001040,ORD0001040,Credit Card,454.32,2024-09-30
PAY0001041,ORD0001041,Credit Card,489.96,2023-11-09
PAY0001042,ORD0001042,UPI/Pix,486.36,2026-03-11
PAY0001043,ORD0001043,Credit Card,741.93,2026-06-16
PAY0001044,ORD0001044,COD,337.43,2025-12-16
PAY0001045,ORD0001045,UPI/Pix,475.32,2026-03-19
PAY0001046,ORD0001046,Debit Card,195.58,2024-12-01
PAY0001047,ORD0001047,Credit Card,362.71,2026-06-06
PAY0001048,ORD0001048,UPI/Pix,223.34,2025-08-17
PAY0001049,ORD0001049,Credit Card,214.91,2024-11-18
PAY0001051,ORD0001051,Credit Card,1070.05,2024-11-05
PAY0001052,ORD0001052,Debit Card,256.41,2026-05-22
PAY0001053,ORD0001053,UPI/Pix,558.63,2025-07-17
PAY0001054,ORD0001054,Credit Card,1173.22,2024-12-24
